00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,02,02,01,01,03,01,02,03,02,01,01,03,01,02,02,03,02,02,01,02,02,01,02,01,03,03,03,02,01,03,03,02,03,01,01,03,02,01,00
00,02,01,01,01,01,02,01,01,01,03,02,03,02,03,03,01,03,03,02,01,03,02,03,01,03,03,02,03,03,01,01,01,02,02,02,02,03,02,00
00,01,01,01,01,02,01,02,01,02,02,03,03,01,02,01,01,01,02,03,02,01,01,02,02,02,02,03,01,01,01,01,01,02,03,01,01,01,03,00
00,03,01,01,01,01,03,02,01,03,03,03,03,03,03,01,01,03,02,02,03,03,01,02,01,01,01,02,01,03,01,01,01,02,01,03,02,01,02,00
00,02,02,03,03,02,02,03,01,02,02,01,02,02,02,02,02,02,02,01,02,01,01,03,03,03,01,03,02,01,02,03,03,03,03,01,02,01,01,00
00,01,02,01,02,02,01,03,01,03,02,02,03,01,01,03,03,02,01,01,02,02,01,03,03,01,03,03,03,01,02,03,01,01,03,02,02,03,03,00
00,02,03,01,01,02,01,01,03,02,02,02,01,01,03,01,03,03,01,01,03,01,02,01,01,01,01,01,03,03,01,02,03,01,01,01,02,01,03,00
00,03,03,01,02,02,01,02,02,02,03,02,03,02,03,03,03,02,01,03,03,01,01,01,01,03,01,01,01,01,02,03,03,02,02,01,03,03,02,00
00,03,02,01,02,01,01,01,01,03,02,03,01,01,01,03,01,02,03,02,01,01,01,02,02,01,02,01,02,03,01,01,01,01,02,03,01,03,03,00
00,01,02,03,01,01,03,02,02,03,02,02,02,02,03,02,02,03,01,01,01,03,02,01,03,03,03,01,03,01,01,02,01,02,03,03,03,03,02,00
00,02,02,03,01,01,02,03,02,01,02,01,01,02,01,02,01,01,02,02,01,02,01,01,03,03,02,03,01,02,03,01,02,02,01,03,01,01,03,00
00,03,02,01,01,03,03,01,01,02,03,01,01,03,01,02,02,02,03,03,01,03,01,01,03,02,02,01,03,02,01,02,01,03,02,02,03,02,02,00
00,02,02,01,02,01,01,02,02,01,02,01,03,02,02,02,03,03,01,01,03,01,01,01,03,02,03,02,01,03,02,02,03,02,02,01,01,03,02,00
00,02,01,02,01,02,03,01,01,03,01,02,02,03,02,01,01,02,02,03,03,02,02,02,01,01,02,01,01,01,01,02,01,01,02,01,02,02,01,00
00,01,02,03,03,02,03,01,02,02,02,01,01,03,02,02,01,01,01,02,02,05,06,07,03,01,02,01,02,03,02,03,03,01,01,03,02,02,01,00
00,03,02,02,03,02,03,02,02,02,01,03,02,02,03,03,02,02,01,01,02,08,01,10,03,02,01,03,02,02,02,03,03,03,02,02,03,03,03,00
00,01,02,02,01,02,02,02,01,02,02,03,03,01,03,03,02,02,03,03,02,11,12,13,01,03,02,02,01,02,02,02,02,01,03,02,02,03,02,00
00,01,01,03,03,02,02,02,01,01,02,03,02,03,01,02,02,01,01,02,03,03,02,01,01,01,02,02,03,02,01,02,02,03,03,03,02,03,01,00
00,01,02,01,02,02,03,01,02,02,03,03,01,03,02,03,01,03,02,01,01,02,01,02,03,02,03,02,03,01,02,02,02,02,01,02,03,01,02,00
00,03,01,01,02,03,01,02,03,03,01,03,01,02,01,03,01,02,02,03,03,03,02,03,01,02,02,03,02,02,02,01,03,02,02,03,01,03,03,00
00,03,02,02,03,01,03,03,03,01,03,03,03,02,01,01,01,01,01,03,03,02,01,02,03,01,01,01,03,02,03,01,02,03,03,03,02,03,03,00
00,02,02,01,01,02,02,03,03,01,02,01,02,02,03,02,01,01,01,01,03,02,02,01,02,03,02,03,01,02,03,02,02,02,03,02,02,01,02,00
00,02,03,03,03,03,02,02,03,03,01,01,01,03,02,01,01,02,03,02,02,01,03,03,03,02,03,01,03,03,03,03,02,01,02,02,01,03,01,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
